date,HourlyAltimeterSetting,HourlyDewPointTemperature,HourlyDryBulbTemperature,HourlyRelativeHumidity,HourlyViibility,HourlyWindSpeed
2018-06-04 05:50:00,29.56,34,37,87.0,4.97,21.0
2018-06-04 06:50:00,29.59,36,39,87.0,6.21,23.0
2018-06-04 07:50:00,29.62,36,37,93.0,6.21,18.0
2018-06-04 08:50:00,29.65,36,39,87.0,6.21,20.0
2018-06-04 09:50:00,29.65,37,41,87.0,6.21,18.0
2018-06-04 10:50:00,29.68,36,37,93.0,6.21,17.0
2018-06-04 11:50:00,29.68,36,39,87.0,6.21,20.0
2018-06-04 12:50:00,29.71,37,41,87.0,6.21,21.0
2018-06-04 13:50:00,29.71,36,39,87.0,6.21,23.0
2018-06-04 14:50:00,29.74,36,39,87.0,6.21,16.0
2018-06-04 15:50:00,29.74,36,37,93.0,6.21,9.0
2018-06-04 16:50:00,29.74,36,37,93.0,6.21,15.0
2018-06-04 17:50:00,29.74,36,39,87.0,6.21,9.0
2018-06-04 18:50:00,29.77,36,39,87.0,6.21,13.0
2018-06-04 19:50:00,29.77,34,37,87.0,6.21,14.0
2018-06-04 20:50:00,29.77,34,37,87.0,6.21,10.0
2018-06-04 21:50:00,29.77,34,36,93.0,6.21,7.0
2018-06-04 22:50:00,29.77,34,36,93.0,6.21,6.0
2018-06-04 23:50:00,29.8,34,36,93.0,6.21,10.0
2018-06-05 00:50:00,29.8,34,36,93.0,6.21,8.0
2018-06-05 01:50:00,29.8,34,37,87.0,6.21,10.0
2018-06-05 02:50:00,29.8,34,37,87.0,6.21,5.0
2018-06-05 03:50:00,29.83,36,37,93.0,6.21,14.0
2018-06-05 04:50:00,29.83,36,39,87.0,6.21,11.0
2018-06-05 05:50:00,29.83,36,37,93.0,6.21,15.0
2018-06-05 06:50:00,29.85,36,39,87.0,6.21,14.0
2018-06-05 07:50:00,29.85,36,39,87.0,6.21,18.0
2018-06-05 08:50:00,29.88,34,43,71.0,6.21,15.0
2018-06-05 09:50:00,29.88,36,43,76.0,6.21,15.0
2018-06-05 10:50:00,29.88,36,45,71.0,6.21,15.0
2018-06-05 11:50:00,29.91,32,45,61.0,6.21,17.0
2018-06-05 12:50:00,29.91,34,43,71.0,6.21,16.0
2018-06-05 13:50:00,29.94,32,45,61.0,6.21,17.0
2018-06-05 14:50:00,29.94,32,43,66.0,6.21,15.0
2018-06-05 15:50:00,29.97,32,43,66.0,6.21,14.0
2018-06-05 16:50:00,29.97,27,41,57.0,6.21,17.0
2018-06-05 17:50:00,29.97,28,43,57.0,6.21,14.0
2018-06-05 18:50:00,29.97,28,41,61.0,6.21,17.0
2018-06-05 19:50:00,29.97,28,41,61.0,6.21,15.0
2018-06-05 20:50:00,29.97,30,39,70.0,6.21,13.0
2018-06-05 21:50:00,29.97,34,37,87.0,6.21,9.0
2018-06-05 22:50:00,29.97,34,37,87.0,6.21,9.0
2018-06-05 23:50:00,29.97,34,36,93.0,6.21,11.0
2018-06-06 00:50:00,29.97,34,36,93.0,6.21,5.0
2018-06-06 01:50:00,29.97,34,36,93.0,6.21,2.0
2018-06-06 02:50:00,29.97,34,37,87.0,6.21,7.0
2018-06-06 03:50:00,29.94,32,37,81.0,6.21,5.0
2018-06-06 04:50:00,29.94,34,37,87.0,6.21,11.0
2018-06-06 05:50:00,29.94,34,37,87.0,6.21,8.0
2018-06-06 06:50:00,29.94,36,39,87.0,6.21,11.0
2018-06-06 07:50:00,29.94,37,41,87.0,6.21,13.0
2018-06-06 08:50:00,29.94,34,37,87.0,6.21,20.0
2018-06-06 09:50:00,29.94,36,43,76.0,6.21,13.0
2018-06-06 10:50:00,29.91,30,46,53.0,6.21,14.0
2018-06-06 11:50:00,29.94,34,41,76.0,6.21,15.0
2018-06-06 12:50:00,29.94,36,41,81.0,6.21,11.0
2018-06-06 13:50:00,29.94,32,43,66.0,6.21,20.0
2018-06-06 14:50:00,29.94,34,39,81.0,6.21,15.0
2018-06-06 15:50:00,29.91,34,41,76.0,6.21,8.0
2018-06-06 16:50:00,29.91,32,39,75.0,6.21,10.0
2018-06-06 17:50:00,29.88,34,37,87.0,6.21,9.0
2018-06-06 18:50:00,29.88,34,37,87.0,6.21,3.0
2018-06-06 19:50:00,29.85,32,37,81.0,6.21,6.0
2018-06-06 20:50:00,29.85,34,37,87.0,6.21,5.0
2018-06-06 21:50:00,29.83,32,36,87.0,6.21,6.0
2018-06-06 22:50:00,29.8,32,36,87.0,6.21,1.0
2018-06-06 23:50:00,29.8,34,36,93.0,6.21,5.0
2018-06-07 00:50:00,29.77,32,34,93.0,6.21,3.0
2018-06-07 01:50:00,29.77,32,34,93.0,6.21,3.0
2018-06-07 02:50:00,29.74,34,34,100.0,6.21,5.0
2018-06-07 03:50:00,29.74,34,36,93.0,6.21,8.0
2018-06-07 04:50:00,29.77,34,36,93.0,6.21,2.0
2018-06-07 05:50:00,29.77,32,37,81.0,6.21,6.0
2018-06-07 06:50:00,29.77,32,39,75.0,6.21,9.0
2018-06-07 07:50:00,29.8,34,39,81.0,6.21,16.0
2018-06-07 08:50:00,29.8,34,41,76.0,6.21,15.0
2018-06-07 09:50:00,29.83,34,37,87.0,6.21,10.0
2018-06-07 10:50:00,29.83,34,43,71.0,6.21,14.0
2018-06-07 11:50:00,29.85,32,43,66.0,6.21,16.0
2018-06-07 12:50:00,29.88,34,39,81.0,6.21,18.0
2018-06-07 13:50:00,29.88,37,41,87.0,6.21,9.0
2018-06-07 14:50:00,29.91,36,41,81.0,6.21,9.0
2018-06-07 15:50:00,29.91,36,41,81.0,6.21,14.0
2018-06-07 16:50:00,29.91,36,39,87.0,6.21,11.0
2018-06-07 17:50:00,29.91,34,43,71.0,6.21,13.0
2018-06-07 18:50:00,29.94,34,41,76.0,6.21,9.0
2018-06-07 19:50:00,29.94,32,39,75.0,6.21,8.0
2018-06-07 20:50:00,29.94,34,36,93.0,6.21,11.0
2018-06-07 21:50:00,29.94,34,36,93.0,6.21,5.0
2018-06-07 22:50:00,29.94,34,34,100.0,6.21,6.0
2018-06-07 23:50:00,29.94,34,36,93.0,6.21,3.0
2018-06-08 00:50:00,29.94,32,34,93.0,6.21,3.0
2018-06-08 01:50:00,29.91,32,34,93.0,6.21,1.0
2018-06-08 02:50:00,29.94,34,34,100.0,6.21,2.0
2018-06-08 03:50:00,29.94,34,36,93.0,6.21,2.0
2018-06-08 04:50:00,29.94,34,36,93.0,6.21,3.0
2018-06-08 05:50:00,29.91,36,37,93.0,6.21,1.0
2018-06-08 06:50:00,29.94,36,41,81.0,6.21,2.0
2018-06-08 07:50:00,29.94,36,37,93.0,6.21,13.0
2018-06-08 08:50:00,29.94,34,41,76.0,6.21,8.0
2018-06-08 09:50:00,29.94,34,41,76.0,6.21,8.0
2018-06-08 10:50:00,29.94,30,45,57.0,6.21,9.0
2018-06-08 11:50:00,29.97,34,45,66.0,6.21,13.0
2018-06-08 12:50:00,29.97,34,43,71.0,6.21,16.0
2018-06-08 13:50:00,29.97,32,46,57.0,6.21,14.0
2018-06-08 14:50:00,29.97,28,45,53.0,6.21,11.0
2018-06-08 15:50:00,29.97,28,46,50.0,6.21,10.0
2018-06-08 16:50:00,29.97,28,46,50.0,6.21,5.0
2018-06-08 17:50:00,29.97,27,46,46.0,6.21,3.0
2018-06-08 18:50:00,29.97,28,46,50.0,6.21,1.0
2018-06-08 19:50:00,29.97,28,46,50.0,6.21,2.0
2018-06-08 20:50:00,29.97,30,45,57.0,6.21,3.0
2018-06-08 21:50:00,29.94,34,43,71.0,6.21,2.0
2018-06-08 22:50:00,29.94,30,45,57.0,6.21,5.0
2018-06-08 23:50:00,29.94,34,43,71.0,6.21,0.0
2018-06-09 00:50:00,29.94,34,41,76.0,6.21,0.0
2018-06-09 01:50:00,29.94,34,41,76.0,6.21,3.0
2018-06-09 02:50:00,29.91,37,39,93.0,6.21,2.0
2018-06-09 03:50:00,29.91,36,41,81.0,6.21,0.0
2018-06-09 04:50:00,29.91,37,41,87.0,6.21,3.0
2018-06-09 05:50:00,29.91,39,41,93.0,6.21,2.0
2018-06-09 06:50:00,29.91,39,41,93.0,6.21,3.0
2018-06-09 07:50:00,29.94,41,43,93.0,6.21,7.0
2018-06-09 08:50:00,29.94,41,43,93.0,6.21,7.0
2018-06-09 09:50:00,29.94,41,45,87.0,6.21,7.0
2018-06-09 10:50:00,29.94,43,45,93.0,6.21,3.0
2018-06-09 11:50:00,29.91,45,46,93.0,6.21,2.0
2018-06-09 12:50:00,29.94,45,48,87.0,6.21,0.0
2018-06-09 13:50:00,29.94,43,48,82.0,6.21,3.0
2018-06-09 14:50:00,29.94,45,46,93.0,6.21,6.0
2018-06-09 15:50:00,29.94,43,46,87.0,6.21,3.0
2018-06-09 16:50:00,29.94,45,46,93.0,6.21,6.0
2018-06-09 17:50:00,29.94,45,45,100.0,6.21,1.0
2018-06-09 18:50:00,29.94,45,46,93.0,6.21,3.0
2018-06-09 19:50:00,29.94,43,46,87.0,6.21,3.0
2018-06-09 20:50:00,29.94,43,46,87.0,6.21,3.0
2018-06-09 21:50:00,29.94,45,46,93.0,6.21,3.0
2018-06-09 22:50:00,29.91,45,46,93.0,6.21,3.0
2018-06-09 23:50:00,29.91,45,45,100.0,6.21,1.0
2018-06-10 00:50:00,29.91,45,45,100.0,6.21,0.0
2018-06-10 01:50:00,29.88,45,45,100.0,6.21,1.0
2018-06-10 02:50:00,29.88,45,45,100.0,6.21,2.0
2018-06-10 03:50:00,29.85,45,45,100.0,6.21,3.0
2018-06-10 04:50:00,29.85,45,45,100.0,6.21,5.0
2018-06-10 05:50:00,29.85,45,46,93.0,6.21,5.0
2018-06-10 06:50:00,29.83,45,46,93.0,6.21,3.0
2018-06-10 07:50:00,29.8,45,46,93.0,6.21,3.0
2018-06-10 08:50:00,29.8,46,48,94.0,6.21,3.0
2018-06-10 09:50:00,29.8,46,48,94.0,6.21,0.0
2018-06-10 10:50:00,29.77,46,48,94.0,6.21,2.0
2018-06-10 11:50:00,29.77,45,50,82.0,6.21,3.0
2018-06-10 12:50:00,29.77,45,50,82.0,6.21,6.0
2018-06-10 13:50:00,29.77,43,50,76.0,6.21,6.0
2018-06-10 14:50:00,29.74,43,48,82.0,6.21,8.0
2018-06-10 15:50:00,29.74,41,50,71.0,6.21,7.0
2018-06-10 16:50:00,29.74,41,50,71.0,6.21,9.0
2018-06-10 17:50:00,29.71,41,48,76.0,6.21,10.0
2018-06-10 18:50:00,29.71,41,48,76.0,6.21,6.0
2018-06-10 19:50:00,29.71,43,48,82.0,6.21,6.0
2018-06-10 20:50:00,29.71,41,43,93.0,6.21,10.0
2018-06-10 21:50:00,29.71,39,43,87.0,6.21,7.0
2018-06-10 22:50:00,29.71,39,43,87.0,6.21,7.0
2018-06-10 23:50:00,29.71,39,43,87.0,6.21,7.0
2018-06-11 00:50:00,29.68,39,41,93.0,6.21,3.0
2018-06-11 01:50:00,29.68,39,41,93.0,6.21,5.0
2018-06-11 02:50:00,29.68,37,41,87.0,6.21,3.0
2018-06-11 03:50:00,29.68,37,41,87.0,6.21,3.0
2018-06-11 04:50:00,29.68,37,43,81.0,6.21,3.0
2018-06-11 05:50:00,29.68,36,41,81.0,6.21,7.0
2018-06-11 06:50:00,29.68,36,43,76.0,6.21,13.0
2018-06-11 07:50:00,29.68,36,45,71.0,6.21,7.0
2018-06-11 08:50:00,29.68,36,45,71.0,6.21,8.0
2018-06-11 09:50:00,29.68,36,46,66.0,6.21,7.0
2018-06-11 10:50:00,29.68,36,45,71.0,6.21,8.0
2018-06-11 11:50:00,29.68,37,45,76.0,6.21,6.0
2018-06-11 12:50:00,29.68,37,46,71.0,6.21,8.0
2018-06-11 13:50:00,29.68,37,46,71.0,6.21,10.0
2018-06-11 14:50:00,29.68,37,46,71.0,6.21,8.0
2018-06-11 15:50:00,29.68,39,46,76.0,6.21,13.0
2018-06-11 16:50:00,29.68,39,46,76.0,6.21,11.0
2018-06-11 17:50:00,29.68,39,46,76.0,6.21,11.0
2018-06-11 18:50:00,29.71,41,45,87.0,6.21,9.0
2018-06-11 19:50:00,29.71,41,45,87.0,6.21,5.0
2018-06-11 20:50:00,29.71,41,43,93.0,6.21,2.0
2018-06-11 21:50:00,29.71,41,41,100.0,6.21,2.0
2018-06-11 22:50:00,29.71,41,41,100.0,6.21,3.0
2018-06-11 23:50:00,29.71,39,41,93.0,6.21,5.0
2018-06-12 00:50:00,29.71,39,41,93.0,6.21,6.0
2018-06-12 01:50:00,29.71,39,41,93.0,6.21,8.0
2018-06-12 02:50:00,29.74,37,41,87.0,6.21,8.0
2018-06-12 03:50:00,29.74,36,41,81.0,6.21,6.0
2018-06-12 04:50:00,29.74,37,39,93.0,6.21,5.0
2018-06-12 05:50:00,29.74,36,39,87.0,6.21,3.0
2018-06-12 06:50:00,29.74,36,41,81.0,6.21,3.0
2018-06-12 07:50:00,29.77,36,41,81.0,6.21,6.0
2018-06-12 08:50:00,29.77,34,41,76.0,6.21,6.0
2018-06-12 09:50:00,29.77,34,41,76.0,6.21,6.0
2018-06-12 10:50:00,29.77,34,43,71.0,6.21,7.0
2018-06-12 11:50:00,29.77,32,45,61.0,6.21,5.0
2018-06-12 12:50:00,29.77,36,45,71.0,6.21,11.0
2018-06-12 13:50:00,29.77,32,45,61.0,6.21,9.0
2018-06-12 14:50:00,29.77,32,45,61.0,6.21,8.0
2018-06-12 15:50:00,29.8,34,45,66.0,6.21,7.0
2018-06-12 16:50:00,29.8,30,45,57.0,6.21,7.0
2018-06-12 17:50:00,29.8,32,43,66.0,6.21,9.0
2018-06-12 18:50:00,29.8,32,43,66.0,6.21,2.0
2018-06-12 19:50:00,29.8,32,43,66.0,6.21,8.0
2018-06-12 20:50:00,29.8,28,43,57.0,6.21,8.0
2018-06-12 21:50:00,29.8,28,41,61.0,6.21,6.0
2018-06-12 22:50:00,29.8,32,39,75.0,6.21,2.0
2018-06-12 23:50:00,29.8,32,39,75.0,6.21,6.0
2018-06-13 00:50:00,29.8,32,36,87.0,6.21,2.0
2018-06-13 01:50:00,29.8,34,36,93.0,6.21,3.0
2018-06-13 02:50:00,29.8,34,37,87.0,6.21,2.0
2018-06-13 03:50:00,29.8,34,37,87.0,6.21,2.0
2018-06-13 04:50:00,29.8,32,41,70.0,6.21,2.0
2018-06-13 05:50:00,29.8,32,39,75.0,6.21,10.0
2018-06-13 06:50:00,29.8,32,43,66.0,6.21,6.0
2018-06-13 07:50:00,29.83,34,39,81.0,6.21,14.0
2018-06-13 08:50:00,29.83,32,43,66.0,6.21,2.0
2018-06-13 09:50:00,29.8,30,45,57.0,6.21,11.0
2018-06-13 10:50:00,29.83,32,45,61.0,6.21,11.0
2018-06-13 11:50:00,29.83,32,45,61.0,6.21,9.0
2018-06-13 12:50:00,29.83,30,46,53.0,6.21,9.0
2018-06-13 13:50:00,29.83,27,48,43.0,6.21,14.0
2018-06-13 14:50:00,29.83,27,48,43.0,6.21,13.0
2018-06-13 15:50:00,29.83,28,46,50.0,6.21,11.0
2018-06-13 16:50:00,29.83,28,46,50.0,6.21,8.0
2018-06-13 17:50:00,29.83,28,46,50.0,6.21,3.0
2018-06-13 18:50:00,29.83,28,46,50.0,6.21,3.0
2018-06-13 19:50:00,29.8,30,46,53.0,6.21,3.0
2018-06-13 20:50:00,29.8,32,43,66.0,6.21,3.0
2018-06-13 21:50:00,29.8,34,39,81.0,6.21,2.0
2018-06-13 22:50:00,29.8,32,36,87.0,6.21,0.0
2018-06-13 23:50:00,29.8,30,32,93.0,6.21,1.0
2018-06-14 00:50:00,29.8,30,32,93.0,6.21,2.0
2018-06-14 01:50:00,29.77,30,34,87.0,6.21,0.0
2018-06-14 02:50:00,29.77,32,34,93.0,6.21,0.0
2018-06-14 03:50:00,29.74,34,39,81.0,6.21,0.0
2018-06-14 04:50:00,29.74,32,41,70.0,6.15,0.0
2018-06-14 05:50:00,29.71,32,43,66.0,6.15,2.0
2018-06-14 06:50:00,29.71,32,48,54.0,6.15,0.0
2018-06-14 07:50:00,29.68,32,52,47.0,6.15,2.0
2018-06-14 08:50:00,29.65,32,55,41.0,6.15,8.0
2018-06-14 09:50:00,29.62,28,59,31.0,6.15,8.0
2018-06-14 10:50:00,29.59,28,61,29.0,6.15,6.0
2018-06-14 11:50:00,29.59,32,61,34.0,6.21,6.0
2018-06-14 12:50:00,29.56,32,63,32.0,6.21,8.0
2018-06-14 13:50:00,29.56,37,61,42.0,6.21,6.0
2018-06-14 14:50:00,29.56,37,61,42.0,6.21,7.0
2018-06-14 15:50:00,29.56,37,63,39.0,6.21,6.0
2018-06-14 16:50:00,29.53,39,63,42.0,6.21,7.0
2018-06-14 17:50:00,29.5,41,61,48.0,6.21,9.0
2018-06-14 18:50:00,29.5,41,61,48.0,6.21,7.0
2018-06-14 19:50:00,29.47,39,61,45.0,6.21,11.0
2018-06-14 20:50:00,29.44,39,59,48.0,6.21,14.0
2018-06-14 21:50:00,29.44,37,57,48.0,6.21,21.0
2018-06-14 22:50:00,29.41,39,55,55.0,6.21,17.0
2018-06-14 23:50:00,29.38,41,55,59.0,6.21,13.0
2018-06-15 00:50:00,29.35,41,54,63.0,6.21,14.0
2018-06-15 01:50:00,29.32,41,54,63.0,6.21,7.0
2018-06-15 02:50:00,29.32,43,54,67.0,6.21,2.0
2018-06-15 03:50:00,29.29,43,55,63.0,6.21,13.0
2018-06-15 04:50:00,29.26,46,52,82.0,6.21,13.0
2018-06-15 05:50:00,29.23,46,54,77.0,6.21,11.0
2018-06-15 06:50:00,29.23,46,55,72.0,6.21,11.0
2018-06-15 07:50:00,29.26,45,59,59.0,6.21,2.0
2018-06-15 08:50:00,29.26,48,61,63.0,6.21,9.0
2018-06-15 09:50:00,29.29,48,61,63.0,6.21,10.0
2018-06-15 10:50:00,29.32,46,59,63.0,6.21,14.0
2018-06-15 11:50:00,29.35,48,54,82.0,6.21,11.0
2018-06-15 12:50:00,29.38,48,54,82.0,6.21,6.0
2018-06-15 13:50:00,29.41,46,57,67.0,6.21,3.0
2018-06-15 14:50:00,29.41,46,59,63.0,6.21,6.0
2018-06-15 15:50:00,29.47,46,54,77.0,6.21,2.0
2018-06-15 16:50:00,29.47,46,59,63.0,6.21,2.0
2018-06-15 17:50:00,29.47,45,57,63.0,6.21,2.0
2018-06-15 18:50:00,29.47,45,57,63.0,6.21,3.0
2018-06-15 19:50:00,29.47,48,57,72.0,6.21,5.0
2018-06-15 20:50:00,29.47,36,57,44.0,6.21,7.0
2018-06-15 21:50:00,29.5,34,57,41.0,6.21,6.0
2018-06-15 22:50:00,29.5,34,54,47.0,6.21,5.0
2018-06-15 23:50:00,29.5,36,52,54.0,6.21,3.0
2018-06-16 00:50:00,29.5,36,52,54.0,6.21,1.0
2018-06-16 01:50:00,29.5,36,55,47.0,6.21,5.0
2018-06-16 02:50:00,29.5,32,57,39.0,6.21,6.0
2018-06-16 03:50:00,29.53,34,57,41.0,6.21,3.0
2018-06-16 04:50:00,29.53,34,55,44.0,6.21,5.0
2018-06-16 05:50:00,29.53,36,55,47.0,6.21,6.0
2018-06-16 06:50:00,29.56,36,57,44.0,6.21,10.0
2018-06-16 07:50:00,29.59,36,55,47.0,6.21,9.0
2018-06-16 08:50:00,29.59,36,57,44.0,6.21,11.0
2018-06-16 09:50:00,29.62,37,57,48.0,6.21,8.0
2018-06-16 10:50:00,29.65,36,57,44.0,6.21,11.0
2018-06-16 11:50:00,29.65,37,57,48.0,6.21,15.0
2018-06-16 12:50:00,29.71,37,57,48.0,6.21,8.0
2018-06-16 13:50:00,29.71,39,55,55.0,6.21,16.0
2018-06-16 14:50:00,29.74,41,54,63.0,6.21,11.0
2018-06-16 15:50:00,29.77,39,55,55.0,6.21,10.0
2018-06-16 16:50:00,29.8,39,54,58.0,6.21,9.0
2018-06-16 17:50:00,29.83,39,54,58.0,6.21,13.0
2018-06-16 18:50:00,29.83,39,52,62.0,6.21,13.0
2018-06-16 19:50:00,29.85,41,52,67.0,6.21,13.0
2018-06-16 20:50:00,29.88,41,50,71.0,6.21,13.0
2018-06-16 21:50:00,29.88,41,48,76.0,6.21,11.0
2018-06-16 22:50:00,29.91,41,48,76.0,6.21,7.0
2018-06-16 23:50:00,29.94,41,48,76.0,6.21,8.0
2018-06-17 00:50:00,29.94,39,48,71.0,6.21,8.0
2018-06-17 01:50:00,29.97,39,48,71.0,6.21,6.0
2018-06-17 02:50:00,29.97,37,48,66.0,6.21,6.0
2018-06-17 03:50:00,30.0,36,50,58.0,6.21,5.0
2018-06-17 04:50:00,30.0,36,50,58.0,6.21,7.0
2018-06-17 05:50:00,30.03,37,50,62.0,6.21,8.0
2018-06-17 06:50:00,30.03,37,52,58.0,6.21,7.0
2018-06-17 07:50:00,30.03,39,52,62.0,6.21,8.0
2018-06-17 08:50:00,30.06,36,54,51.0,6.21,8.0
2018-06-17 09:50:00,30.03,37,54,54.0,6.21,6.0
2018-06-17 10:50:00,30.03,36,55,47.0,6.21,6.0
2018-06-17 11:50:00,30.03,37,57,48.0,6.21,2.0
2018-06-17 12:50:00,30.03,36,59,42.0,6.21,6.0
2018-06-17 13:50:00,30.0,36,61,39.0,6.21,7.0
2018-06-17 14:50:00,29.97,34,63,34.0,6.21,2.0
2018-06-17 15:50:00,29.97,36,64,34.0,6.21,2.0
2018-06-17 16:50:00,29.94,39,64,40.0,6.21,8.0
2018-06-17 17:50:00,29.94,39,63,42.0,6.15,8.0
2018-06-17 18:50:00,29.91,39,63,42.0,6.15,7.0
2018-06-17 19:50:00,29.91,41,61,48.0,6.15,5.0
2018-06-17 20:50:00,29.91,41,57,55.0,6.15,3.0
2018-06-17 21:50:00,29.88,43,52,72.0,6.21,1.0
2018-06-17 22:50:00,29.88,41,48,76.0,6.21,0.0
2018-06-17 23:50:00,29.85,43,46,87.0,6.21,2.0
2018-06-18 00:50:00,29.83,43,48,82.0,6.21,0.0
2018-06-18 01:50:00,29.83,43,48,82.0,6.21,0.0
2018-06-18 02:50:00,29.8,43,48,82.0,6.21,0.0
2018-06-18 03:50:00,29.77,43,48,82.0,6.21,1.0
2018-06-18 04:50:00,29.77,45,50,82.0,6.21,1.0
2018-06-18 05:50:00,29.74,45,50,82.0,6.21,5.0
2018-06-18 06:50:00,29.74,46,54,77.0,6.21,5.0
2018-06-18 07:50:00,29.71,45,57,63.0,6.21,1.0
2018-06-18 08:50:00,29.68,48,57,72.0,6.21,1.0
2018-06-18 09:50:00,29.65,48,55,77.0,6.21,3.0
2018-06-18 10:50:00,29.62,48,57,72.0,6.21,2.0
2018-06-18 11:50:00,29.59,52,55,88.0,6.21,2.0
2018-06-18 12:50:00,29.56,52,55,88.0,6.21,3.0
2018-06-18 13:50:00,29.53,50,55,82.0,6.21,5.0
2018-06-18 14:50:00,29.5,50,54,88.0,6.21,3.0
2018-06-18 15:50:00,29.5,50,54,88.0,6.21,7.0
2018-06-18 16:50:00,29.47,50,52,94.0,6.21,9.0
2018-06-18 17:50:00,29.47,50,52,94.0,6.21,7.0
2018-06-18 18:50:00,29.47,50,52,94.0,6.21,5.0
2018-06-18 19:50:00,29.47,50,52,94.0,6.21,6.0
2018-06-18 20:50:00,29.47,50,52,94.0,6.21,3.0
2018-06-18 21:50:00,29.47,50,52,94.0,6.21,2.0
2018-06-18 22:50:00,29.44,48,50,94.0,6.21,3.0
2018-06-18 23:50:00,29.44,48,50,94.0,6.21,2.0
2018-06-19 00:50:00,29.44,48,50,94.0,6.21,2.0
2018-06-19 01:50:00,29.44,48,48,100.0,6.21,3.0
2018-06-19 02:50:00,29.44,46,48,94.0,6.21,0.0
2018-06-19 03:50:00,29.44,48,50,94.0,6.21,2.0
2018-06-19 04:50:00,29.41,48,48,100.0,6.21,2.0
2018-06-19 05:50:00,29.41,48,50,94.0,6.21,3.0
2018-06-19 06:50:00,29.38,48,54,82.0,6.21,5.0
2018-06-19 07:50:00,29.35,48,55,77.0,6.21,7.0
2018-06-19 08:50:00,29.35,48,59,68.0,6.21,0.0
2018-06-19 09:50:00,29.32,48,59,68.0,6.21,2.0
2018-06-19 10:50:00,29.32,50,59,72.0,6.21,2.0
2018-06-19 11:50:00,29.29,48,59,68.0,6.21,5.0
2018-06-19 12:50:00,29.29,50,59,72.0,6.21,5.0
2018-06-19 13:50:00,29.26,50,57,77.0,6.21,7.0
2018-06-19 14:50:00,29.26,52,55,88.0,6.21,8.0
2018-06-19 15:50:00,29.26,52,57,82.0,6.21,6.0
2018-06-19 16:50:00,29.23,52,55,88.0,6.21,7.0
2018-06-19 17:50:00,29.23,52,55,88.0,6.21,6.0
2018-06-19 18:50:00,29.23,50,54,88.0,6.21,8.0
2018-06-19 19:50:00,29.23,50,52,94.0,6.21,6.0
2018-06-19 20:50:00,29.26,46,48,94.0,6.21,11.0
2018-06-19 21:50:00,29.26,45,48,87.0,6.21,9.0
2018-06-19 22:50:00,29.29,45,48,87.0,6.21,9.0
2018-06-19 23:50:00,29.29,45,46,93.0,6.21,5.0
2018-06-20 00:50:00,29.29,45,46,93.0,6.21,5.0
2018-06-20 01:50:00,29.29,45,46,93.0,6.21,6.0
2018-06-20 02:50:00,29.32,43,45,93.0,6.21,6.0
2018-06-20 03:50:00,29.32,43,45,93.0,6.21,6.0
2018-06-20 04:50:00,29.32,43,45,93.0,6.21,3.0
2018-06-20 05:50:00,29.32,43,45,93.0,6.21,3.0
2018-06-20 06:50:00,29.35,43,45,93.0,6.21,5.0
2018-06-20 07:50:00,29.35,43,46,87.0,6.21,5.0
2018-06-20 08:50:00,29.35,43,46,87.0,6.21,6.0
2018-06-20 09:50:00,29.38,45,46,93.0,6.21,3.0
2018-06-20 10:50:00,29.38,45,48,87.0,6.21,3.0
2018-06-20 11:50:00,29.41,46,48,94.0,6.21,3.0
2018-06-20 12:50:00,29.41,46,48,94.0,6.21,2.0
2018-06-20 13:50:00,29.44,46,48,94.0,6.21,3.0
2018-06-20 14:50:00,29.44,46,48,94.0,6.21,3.0
2018-06-20 15:50:00,29.44,46,50,88.0,6.21,2.0
2018-06-20 16:50:00,29.44,48,50,94.0,6.21,3.0
2018-06-20 17:50:00,29.44,46,50,88.0,6.21,2.0
2018-06-20 18:50:00,29.47,48,50,94.0,6.21,2.0
2018-06-20 19:50:00,29.47,48,50,94.0,6.21,1.0
2018-06-20 20:50:00,29.47,48,48,100.0,6.21,0.0
2018-06-20 21:50:00,29.47,48,48,100.0,6.21,2.0
2018-06-20 22:50:00,29.47,48,48,100.0,6.21,2.0
2018-06-20 23:50:00,29.47,46,48,94.0,6.21,5.0
2018-06-21 00:50:00,29.5,46,46,100.0,6.21,3.0
2018-06-21 01:50:00,29.5,46,46,100.0,6.21,3.0
2018-06-21 02:50:00,29.5,46,46,100.0,6.21,3.0
2018-06-21 03:50:00,29.5,46,46,100.0,6.21,5.0
2018-06-21 04:50:00,29.5,46,46,100.0,6.21,3.0
2018-06-21 05:50:00,29.5,45,46,93.0,6.21,5.0
2018-06-21 06:50:00,29.5,45,48,87.0,6.21,5.0
2018-06-21 07:50:00,29.5,46,48,94.0,6.21,6.0
2018-06-21 08:50:00,29.53,45,46,93.0,6.21,2.0
2018-06-21 09:50:00,29.53,46,46,100.0,6.21,2.0
2018-06-21 10:50:00,29.53,46,48,94.0,6.21,0.0
2018-06-21 11:50:00,29.56,46,48,94.0,6.21,8.0
2018-06-21 12:50:00,29.56,46,48,94.0,6.21,9.0
2018-06-21 13:50:00,29.56,46,50,88.0,6.21,9.0
2018-06-21 14:50:00,29.59,46,50,88.0,6.21,8.0
2018-06-21 15:50:00,29.59,46,48,94.0,6.21,2.0
2018-06-21 16:50:00,29.62,46,48,94.0,6.21,5.0
2018-06-21 17:50:00,29.62,46,48,94.0,6.21,3.0
2018-06-21 18:50:00,29.62,46,48,94.0,6.21,3.0
